3  Stimmabgabe nach Geschlecht und Altersgruppen in den Ländern 2013;;;;;;;;;;;;;;
GRÜNE;49,39683022;4,359945633;4,459971837;6,76817634;10,73205097;6,574144398;10,49555907;6,411537612;14,50136346;4,395833877;4,753791662;2,658528121;4,454093214;1,92462401
Sonstige;203,5220865;17,96360674;21,39850738;32,47304616;44,52062348;27,27204783;36,86037333;22,51730169;61,09837501;18,52090029;23,35703424;13,06227465;16,28717308;7,037725271
dar. PIRATEN;34,53515179;3,04819932;7,207125949;10,93708685;12,30455552;7,537415257;7,012014322;4,283506316;5,929410469;1,79739674;1,494427909;0,835749419;0,587617625;0,253910939
dar. NPD;53,24116254;4,699260521;5,219732422;7,921141829;11,770198;7,210083278;9,801152133;5,987337609;16,8162474;5,097550323;5,691966722;3,183196628;3,941865861;1,703289383
dar. AfD;92,09835365;8,128938903;7,431372801;11,27738995;16,1815606;9,912356569;16,23446413;9,91732567;30,21230578;9,158330361;12,84341865;7,182601188;9,195231691;3,973280945
Zusammen;1132,968949;100;65,89621212;100;163,246353;100;163,6980036;100;329,8887963;100;178,8129163;100;231,4266677;100
;Frauen;;;;;;;;;;;;;
CDU;559,3208199;46,62238242;21,06416129;32,95748099;60,06984782;39,73938901;71,4787286;46,28215944;147,2115609;43,92839518;92,49125517;47,60974676;167,0052661;55,52358718
SPD;162,7567906;13,56664917;8,971228764;14,03659502;19,5730129;12,94858572;16,8659743;10,92064349;43,44825725;12,96509733;27,92928142;14,37655931;45,969036;15,28314548
FDP;33,51468672;2,793628425;2,153745898;3,369801367;5,686607682;3,761992464;5,042980096;3,265307224;9,447884844;2,819278707;4,418835098;2,274589306;6,764633106;2,249011092
DIE LINKE;238,0816705;19,84538085;9,451451999;14,78796356;22,73422525;15,03989528;26,19255706;16,95956441;72,81564044;21,72841731;45,99428627;23,67549578;60,89350951;20,24502677
GRÜNE;64,51916978;5,378017946;7,719778985;12,07854733;14,66724457;9,703159886;12,31200696;7,971969847;16,99155769;5,070334533;5,955843233;3,065762136;6,872738346;2,284952418
Sonstige;141,4899135;11,79394119;14,55277404;22,76961173;28,42852679;18,80697764;22,54896632;14,60035559;45,20219181;13,48847694;17,48007903;8,997846708;13,27737548;4,41427706
dar. PIRATEN;24,02584821;2,002682974;5,665916404;8,865025748;8,038368201;5,317806729;3,480335516;2,253501796;5,208539912;1,554244777;0,932279563;0,479889627;0,700408609;0,232862109
dar. NPD;23,19483746;1,933413783;2,461729224;3,851679305;5,296276492;3,503767687;4,510235618;2,92035754;6,917960945;2,064341417;2,321323767;1,194898226;1,687311418;0,560973823
dar. AfD;65,68264635;5,474999942;4,790897323;7,495950363;10,84999362;7,177846007;9,993590805;6,47080568;22,61972634;6,749797851;10,03677599;5,166416676;7,39166227;2,457477024
Zusammen;1199,683051;100;63,91314098;100;151,159465;100;154,4412133;100;335,1170929;100;194,2695802;100;300,7825586;100
;Hessen;;;;;;;;;;;;;
;Insgesamt;;;;;;;;;;;;;
CDU;1232,994;39,16640275;67,82462765;28,48151166;121,3470679;34,50686217;164,6229894;37,52851208;342,9664707;35,61655244;99,93228299;40,86897853;436,3005613;47,83086599
SPD;906,906;28,80812531;61,88069185;25,98548208;82,42424758;23,43857334;107,4367141;24,49196212;282,9772755;29,38676469;80,39233777;32,87779112;291,7947332;31,98894528
FDP;175,144;5,563498641;12,80943943;5,379051993;16,58686327;4,716723811;24,91308608;5,679346822;47,43533465;4,926088198;14,56059478;5,954798765;58,8386818;6,45038158
DIE LINKE;188,654;5,992647608;17,21711654;7,229962369;29,58644676;8,413350715;27,27545751;6,217888158;68,14599372;7,076859011;14,57300734;5,959875092;31,85597812;3,492315059
GRÜNE;313,135;9,946821741;33,3726212;14,01412337;43,87791669;12,47734494;57,50290742;13,10873143;119,9130626;12,4527913;16,20362241;6,626742396;42,26486964;4,633423596
Sonstige;331,258;10,52250396;45,03113482;18,90986852;57,83814286;16,44714502;56,90996023;12,97355939;101,5031001;10,54094436;18,85682531;7,711814098;51,11883671;5,604068491
dar. PIRATEN;64,655;2,053784341;17,73962926;7,449380484;18,04148851;5,130368356;11,63564816;2,652536952;13,47577304;1,399438773;1,070502531;0,437799914;2,691958503;0,295114693
dar. NPD;34,115;1,083672613;5,65992843;2,376766717;7,411096997;2,107456793;6,886073207;1,569793395;9,718334955;1,009234476;1,180888586;0,482944138;3,258677826;0,35724314
dar. AfD;176,319;5,600822848;15,40578382;6,469331669;21,4726794;6,106079044;28,21552308;6,432191532;58,24536319;6,048693413;14,07317534;5,755460434;38,90647517;4,265248696
Zusammen;3148,091;100;238,1356315;100;351,6606851;100;438,6611147;100;962,9412373;100;244,5186706;100;912,1736608;100
;Männer;;;;;;;;;;;;;
CDU;560,7881955;36,537699;32,31700846;26,43823564;56,2884447;32,38078238;76,42825834;35,1443653;164,5120787;34,11675778;44,80090186;37,4329332;186,4415035;44,45473106
SPD;445,0767729;28,99861533;32,2774865;26,40590311;39,9773466;22,99757557;53,62079432;24,6567019;143,3601605;29,73024176;39,56926785;33,06169515;136,2717172;32,49234974
FDP;99,30070874;6,469856955;7,658681676;6,265494256;9,731980799;5,598469705;13,82664525;6,357971279;28,63519207;5,938408411;8,232411597;6,878506918;31,21579736;7,443030925
DIE LINKE;101,8918825;6,638682771;9,361317254;7,658404143;14,40193802;8,284933497;14,31018235;6,580318417;37,10661773;7,695225172;8,826182701;7,374626263;17,8856444;4,264616498
GRÜNE;130,1996341;8,483051315;12,29634643;10,05952345;17,48750987;10,05995555;24,27311884;11,16162234;51,04164395;10,58509149;7,241494101;6,050555986;17,85952086;4,258387654
Sonstige;197,5635827;12,87209463;28,32503387;23,1724394;35,9456542;20,67828331;35,01045211;16,09902077;57,54745114;11,93427539;11,01286057;9,201682483;29,72213079;7,086884122
dar. PIRATEN;41,49324242;2,703458479;11,57690066;9,470951748;12,00682049;6,907105772;7,657949553;3,52139094;8,402040927;1,742427653;0,376501914;0,314582305;1,473028878;0,351225995
dar. NPD;22,88492828;1,491048899;3,880701054;3,17476443;4,537014324;2,609986371;4,800729481;2,207542004;6,347067204;1,316264168;0,918806585;0,767699401;2,400609633;0,572396455
dar. AfD;106,6403348;6,948064325;9,859340811;8,065832454;13,70844113;7,885988882;17,40990599;8,005678909;33,86168493;7,022286217;8,651330195;7,228530048;23,14963176;5,519750887
Zusammen;1534,820776;100;122,2358742;100;173,8328742;100;217,4694512;100;482,2031441;100;119,6831187;100;419,3963141;100
;Frauen;;;;;;;;;;;;;
CDU;672,2058045;41,66727896;35,50761919;30,63649141;65,05862321;36,58517916;88,19473109;39,87253845;178,454392;37,12091772;55,13138113;44,16320533;249,8590578;50,70425
SPD;461,8292271;28,62689835;29,60320534;25,54207708;42,44690098;23,86966402;53,81591974;24,32999458;139,617115;29,04224087;40,82306992;32,7014775;155,5230161;31,56050437
FDP;75,84329126;4,70121435;5,150757755;4,444148871;6,854882468;3,854786512;11,08644083;5,012142255;18,80014258;3,910682936;6,328183181;5,069215526;27,62288444;5,605550787
DIE LINKE;86,76211754;5,378027579;7,85579929;6,778098138;15,18450874;8,538883015;12,96527516;5,861556873;31,03937599;6,456608376;5,746824643;4,603516029;13,97033372;2,83501947
GRÜNE;182,9353659;11,33941253;21,07627476;18,18491708;26,39040682;14,8404272;33,22978858;15,02307458;68,87141869;14,32618294;8,962128312;7,179147425;24,40534878;4,952611751
Sonstige;133,6944173;8,287168223;16,70610095;14,41426742;21,89248866;12,31106009;21,89950811;9,900693256;43,95564893;9,143367157;7,843964746;6,283438191;21,39670592;4,342063625
dar. PIRATEN;23,16175758;1,435702292;6,162728594;5,317292062;6,034668021;3,393545695;3,977698607;1,798304034;5,073732112;1,055404634;0,694000617;0,555931869;1,218929625;0,247359103
dar. NPD;11,23007172;0,696106055;1,779227376;1,535143315;2,874082673;1,616216641;2,085343726;0,942776817;3,371267751;0,701269111;0,262082;0,209941796;0,858068193;0,174128985
dar. AfD;69,67866518;4,31909448;5,546443012;4,785551878;7,764238265;4,36615523;10,80561709;4,885182793;24,38367827;5,072133582;5,421845145;4,34318995;15,75684341;3,197558392
Zusammen;1613,270224;100;115,8997573;100;177,8278109;100;221,1916635;100;480,7380932;100;124,8355519;100;492,7773467;100
;Thüringen;;;;;;;;;;;;;
;Insgesamt;;;;;;;;;;;;;
CDU;477,283;38,75015933;17,7787455;28,51344024;52,75571469;34,25790024;65,41807172;39,10313695;140,3771216;38,12401572;77,23588189;37,39410131;123,7174646;45,26942661
SPD;198,714;16,13340337;9,282802596;14,88770043;21,10152163;13,70266382;21,1775747;12,65872842;52,33235278;14,21256839;38,12041148;18,45616952;56,69933682;20,74684019
FDP;32,101;2,606250096;2,188245472;3,509494327;5,36990531;3,487047451;5,225428372;3,123458639;9,388674306;2,549802723;4,351854722;2,106970133;5,576891819;2,040639094
DIE LINKE;288,615;23,43238128;10,58090908;16,96959545;26,45641595;17,17996361;33,09084075;19,77978934;94,18627731;25,57937559;59,19215978;28,6581517;65,10839713;23,82379735
GRÜNE;60,511;4,912831363;4,78314373;7,671175837;9,631238224;6,254222888;10,38386372;6,206872726;18,49622976;5,023258394;7,501876264;3,632067301;9,714648295;3,554684533
Sonstige;174,469;14,16497455;17,73831229;28,44859371;38,68096669;25,118202;32,0004451;19,12801393;53,43113655;14,51097919;20,14344521;9,752540044;12,47469415;4,564612225
dar. PIRATEN;29,499;2,394996156;6,990605929;11,21148983;9,410637363;6,110971634;4,692187965;2,804718387;5,787900542;1,5718944;1,760776518;0,85248791;0,856891683;0,313545022
dar. NPD;39,107;3,175060669;4,250409242;6,816779614;10,89430091;7,074416035;7,929803259;4,73997742;10,48049608;2,846322768;3,694930282;1,788917197;1,857060225;0,679516443
dar. AfD;76,013;6,17142421;4,621936935;7,412633392;13,24341252;8,599855158;14,08866541;8,421388743;26,07230456;7,080790215;10,80558071;5,23157074;7,181099868;2,627634461
Zusammen;1231,693;100;62,35215868;100;153,9957625;100;167,2962244;100;368,2117923;100;206,5456293;100;273,2914329;100
;Männer;;;;;;;;;;;;;
CDU;209,6347078;34,93085013;8,310486771;25,55789234;26,27659824;32,50592227;31,3498507;36,57440303;65,9083602;36,18415371;32,08407451;32,20074455;45,70533743;38,31467797
SPD;103,1186789;17,18237956;5,466091746;16,81030103;10,61972434;13,13731446;11,18656016;13,05083599;27,52547309;15,11167849;20,32043201;20,39432492;28,00039757;23,4726681
FDP;17,06993274;2,844315564;1,408905073;4,332916369;3,023421384;3,74017594;2,853013279;3,328477016;5,043446586;2,768887679;2,119181999;2,126888161;2,621964419;2,197986669
DIE LINKE;143,9321263;23,98301113;5,332511462;16,3994911;13,59152153;16,81362779;16,40634652;19,14051635;46,0357116;25,27392974;29,92621181;30,03503503;32,63982338;27,36188796
GRÜNE;26,29406446;4,381307057;1,739374201;5,349234022;4,385802205;5,425532799;4,877395702;5,690229208;7,999632505;4,391854559;3,549527054;3,5624345;3,742332793;3,137188869
Sonstige;100,0925048;16,67813656;10,25895354;31,55016514;22,9392735;28,37742674;19,04211018;22,21553841;29,63440293;16,26949582;11,63825168;11,68057284;6,579513004;5,515590435
dar. PIRATEN;17,32047518;2,886062756;4,343473688;13,35782559;5,89025628;7,286643844;2,78068904;3,244099713;3,120408965;1,713126488;0,890010515;0,893246935;0,295636692;0,247831551
dar. NPD;26,32145555;4,385871158;2,465263121;7,5816172;7,113234262;8,79955;5,482895584;6,396637572;7,178410633;3,94099797;2,797198045;2,807369733;1,284453905;1,076754718
dar. AfD;43,85973058;7,308225299;2,532931359;7,789722643;7,808618082;9,659786634;8,438506957;9,84481098;14,9209043;8,191681497;6,314803008;6,337766062;3,843966869;3,222388478
Zusammen;600,1420151;100;32,51632279;100;80,8363412;100;85,71527654;100;182,1470269;100;99,63767906;100;119,2893686;100
;Frauen;;;;;;;;;;;;;
CDU;267,6482922;42,37952256;9,468258734;31,73451808;26,47911645;36,19372049;34,06822102;41,7600211;74,46876136;40,02303242;45,15180738;42,23428404;78,01212721;50,65654644
SPD;95,59532109;15,13659599;3,81671085;12,79237111;10,48179729;14,32733762;9,991014537;12,24674977;24,80687969;13,33238974;17,79997947;16,6498183;28,69893925;18,63542504
FDP;15,03106726;2,380024356;0,779340399;2,612095072;2,346483926;3,207357145;2,372415093;2,908050416;4,345227721;2,335330772;2,232672722;2,08840663;2,954927399;1,918758306
DIE LINKE;144,6828737;22,90913595;5,248397617;17,59091864;12,86489442;17,58474054;16,68449423;20,45145917;48,15056571;25,87839004;29,26594797;27,37490326;32,46857376;21,08320685
GRÜNE;34,21693554;5,417921333;3,043769529;10,20172366;5,245436018;7,169870847;5,50646802;6,749698511;10,49659726;5,641367531;3,95234921;3,696964725;5,972315501;3,878074966
Sonstige;74,37649516;11,77679981;7,479358758;25,06837344;15,74169318;21,51697336;12,95833492;15,88402104;23,79673362;12,7894895;8,50519353;7,955623045;5,895181149;3,827988396
dar. PIRATEN;12,17852482;1,928351806;2,647132241;8,872324716;3,520381083;4,811931288;1,911498925;2,343070259;2,667491577;1,433636063;0,870766003;0,8145007;0,561254991;0,364446408
dar. NPD;12,78554445;2,024467502;1,78514612;5,983228113;3,781066653;5,168256646;2,446907675;2,999361666;3,302085444;1,774696804;0,897732238;0,839724487;0,57260632;0,371817302
dar. AfD;32,15326942;5,091159731;2,089005576;7,001665996;5,434794441;7,4287007;5,650158448;6,925830846;11,15140026;5,993289614;4,490777701;4,20060219;3,337132999;2,166940433
Zusammen;631,5509849;100;29,83583589;100;73,15942128;100;81,58094782;100;186,0647654;100;106,9079503;100;154,0020643;100
;Rheinland-Pfalz;;;;;;;;;;;;;
;Insgesamt;;;;;;;;;;;;;
CDU;958,655;43,28996607;56,47795582;32,90173537;95,71559442;39,36540057;120,92205;42,1176354;270,8088464;39,0899463;154,2672069;45,41373358;260,4633465;54,25056173
SPD;608,91;27,49653759;41,90709174;24,41334893;54,02717858;22,22001064;65,47966669;22,80683074;198,9921428;28,72355272;104,6372359;30,80348475;143,8666842;29,9652467
FDP;122,64;5,538052208;11,03395054;6,427926;12,27039077;5,046501052;14,06170648;4,89774881;35,49031585;5,122855326;20,2655656;5,965849877;29,51807076;6,14816611
DIE LINKE;120,338;5,434100836;9,340078048;5,44114552;16,55892293;6,810265749;16,28524172;5,672215059;46,44035648;6,703440693;18,51386483;5,450177923;13,19953599;2,749263003
GRÜNE;169,372;7,648328266;20,60763034;12,0051583;21,56406833;8,868755325;29,82669668;10,38875818;68,06470045;9,824810087;16,96087916;4,993004431;12,34802505;2,571906198
Sonstige;234,582;10,59301503;32,2897584;18,81068588;43,01034678;17,68906666;40,5301439;14,11681181;72,98751729;10,53539487;25,04809976;7,373749434;20,71613388;4,314856255
dar. PIRATEN;49,664;2,242676328;13,6165567;7,932446187;13,77256941;5,664309092;8,507991559;2,963367611;10,48934216;1,514085773;2,078763082;0,611953731;1,198777089;0,249687073
dar. NPD;23,98;1,082864416;3,978074466;2,317462654;6,481792517;2,66579715;4,822937176;1,679848378;5,563929021;0,803126225;1,449983754;0,426851417;1,683283066;0,350602314
dar. AfD;106,414;4,805335026;10,12538926;5,898635547;15,10325462;6,211586227;17,16438204;5,978423162;37,20995835;5,371077397;15,14416712;4,458194227;11,66684861;2,430027485
Zusammen;2214,497;100;171,6564649;100;243,1465018;100;287,1055055;100;692,7838793;100;339,6928522;100;480,1117964;100
;Männer;;;;;;;;;;;;;
CDU;431,9007657;40,03236576;26,89117387;30,11462307;44,53928096;36,49966345;56,38743597;40,06410765;127,8216479;36,8853769;68,90241913;41,43948995;107,3588079;50,16685087
SPD;308,2731881;28,57347335;23,13343411;25,90644246;27,62164207;22,63576371;32,75573865;23,27343702;104,8954363;30,26958084;52,92539699;31,8305436;66,94153992;31,2805844
FDP;68,45334255;6,344858505;6,792029222;7,606190823;7,162807506;5,869876157;8,048430415;5,718528906;20,35693154;5,874381255;11,11794109;6,686583926;14,97520278;6,997644436
DIE LINKE;64,83253218;6,00924992;4,616809458;5,170227127;8,530319818;6,990543983;8,43674647;5,99443321;24,33479326;7,022269201;11,35928599;6,831734263;7,554577186;3,53011881
GRÜNE;68,74390969;6,371790826;7,610955513;8,523281935;8,189745073;6,7114451;11,66932143;8,291225554;28,25899491;8,154672509;7,885373705;4,742444003;5,129519052;2,396932515
Sonstige;136,6752076;12,66826164;20,25166442;22,67923459;25,982757;21,2927076;23,44534938;16,65826766;40,86965521;11,7937193;14,08194604;8,469204255;12,04383559;5,627868973
dar. PIRATEN;29,249452;2,711096747;8,555119213;9,580622686;8,663212149;7,09944842;5,022936257;3,568870537;5,341084871;1,541272013;1,049419276;0,631144742;0,617680235;0,288630927
dar. NPD;16,30389458;1,511188502;2,663249135;2,982493224;4,11602114;3,373053699;3,399337449;2,415279559;3,82084243;1,102577032;0,981205148;0,590119206;1,323239273;0,618326047
dar. AfD;64,36106505;5,965550195;6,479424372;7,256113981;9,333629941;7,648851627;10,27698321;7,301948643;22,01941471;6,354122515;9,041442666;5,437730303;7,210170152;3,369183563
Zusammen;1078,878946;100;89,29606659;100;122,0265524;100;140,7430223;100;346,5374591;100;166,272363;100;214,0034824;100
;Frauen;;;;;;;;;;;;;
CDU;526,7542343;46,38480626;29,58678195;35,92355376;51,17631346;42,25258822;64,53461406;44,09231974;142,9871985;41,29636876;85,36478775;49,224165;153,1045386;57,53466937
SPD;300,6368119;26,47340898;18,77365763;22,7945202;26,40553651;21,80114559;32,72392804;22,35813941;94,09670652;27,17622509;51,71183893;29,81875969;76,92514431;28,9074562
FDP;54,18665745;4,771556532;4,241921314;5,150438077;5,107583265;4,216962846;6,013276064;4,108481855;15,13338432;4,370697698;9,147624508;5,274823379;14,54286798;5,465018271
DIE LINKE;55,50546782;4,88768804;4,723268589;5,734878276;8,028603113;6,628638101;7,848495249;5,362368196;22,10556321;6,384344192;7,154578845;4,125567214;5,644958805;2,12130118
GRÜNE;100,6280903;8,861085815;12,99667483;15,78024766;13,37432325;11,04221338;18,15737524;12,40575785;39,80570554;11,49635151;9,075505456;5,233237144;7,218505996;2,712619492
Sonstige;97,90679238;8,621454371;12,03809398;14,61636202;17,02758978;14,05845186;17,08479452;11,67293295;32,11786208;9,27601275;10,96615372;6,323447578;8,67229829;3,258935491
dar. PIRATEN;20,414548;1,797659691;5,06143749;6,145474761;5,109357261;4,218427507;3,485055302;2,381112445;5,148257286;1,486876683;1,029343806;0,593553744;0,581096854;0,218368545
dar. NPD;7,676105425;0,67594077;1,314825332;1,596429059;2,365771377;1,953246669;1,423599727;0,972653439;1,74308659;0,503423715;0,468778607;0,270313277;0,360043793;0,135299716
dar. AfD;42,05293495;3,703087917;3,645964883;4,426842219;5,769624678;4,763562656;6,887398831;4,705713296;15,19054364;4,387205976;6,102724459;3,519033124;4,456678457;1,674761074
Zusammen;1135,618054;100;82,36039828;100;121,1199494;100;146,3624832;100;346,2464202;100;173,4204892;100;266,108314;100
;Bayern;;;;;;;;;;;;;
;Insgesamt;;;;;;;;;;;;;
SPD;1314,009;19,96745054;90,3724884;17,2572878;134,9198073;16,32044557;156,9993974;16,51094353;414,7251729;20,82163296;231,5304372;23,44974877;285,4616968;21,95254102
FDP;334,158;5,077806422;26,00079448;4,965041921;41,96638822;5,076424051;46,78471906;4,920145348;96,91203271;4,865551711;51,21990502;5,187628542;71,2741605;5,481116905
DIE LINKE;248,92;3,782544708;21,53808563;4,112855018;35,57830987;4,303696256;35,99228264;3,785151766;92,91728827;4,66499214;38,82131666;3,93188098;24,07271693;1,851237178
GRÜNE;552,818;8,400525472;58,94125456;11,25526376;84,75641114;10,25247828;104,8810063;11,02987911;210,3596722;10,56128774;55,02574032;5,57308923;38,85391546;2,987939126
CSU;3243,569;49,28870624;207,6895417;39,65983739;371,3388266;44,91864633;456,2845897;47,98546505;903,6533267;45,36869021;509,9153897;51,64499287;794,6873255;61,11294897
Sonstige;887,281;13,48296662;119,1350749;22,74971411;158,1321921;19,12830951;149,9388378;15,7684152;273,2319673;13,71784523;100,8344085;10,21265961;86,00851949;6,614216805
dar. PIRATEN;127,934;1,944062649;36,08034774;6,889806354;38,65316171;4,675642771;20,53495415;2,159571782;25,04101861;1,257205814;4,767822132;0,482892152;2,856695663;0,219685266
dar. NPD;.;.;.;.;.;.;.;.;.;.;.;.;.;.
dar. AfD;283,57;4,309080037;22,92547337;4,377786856;35,60767916;4,307248885;44,86942626;4,718722337;96,38266117;4,838974159;46,33307733;4,692683329;37,45168271;2,880104792
Zusammen;6580,755;100;523,6772397;100;826,6919352;100;950,8808329;100;1991,79946;100;987,3471974;100;1300,358335;100
;Männer;;;;;;;;;;;;;
SPD;680,142578;20,91010421;47,26177483;17,30476085;70,92165195;16,88982487;80,81276402;16,96393952;222,9223717;22,00823681;119,0132577;24,69420805;139,2107578;23,65742384
FDP;188,5956681;5,798129983;16,04185604;5,873678745;23,09690222;5,500473024;26,32198902;5,52542207;57,96249332;5,722405828;28,32582359;5,877360173;36,84660392;6,261698016
DIE LINKE;140,8946304;4,33162325;12,41327586;4,54508471;19,65768879;4,681432424;19,89884383;4,177097361;52,01249253;5,134985977;22,77769366;4,726171831;14,13463569;2,402034675
GRÜNE;232,0482347;7,134022965;23,42036476;8,575298167;34,62798878;8,246574211;45,06676291;9,460261009;88,81293528;8,768146941;23,94538802;4,968458178;16,17479499;2,748738578
CSU;1526,277382;46,92342481;103,2803536;37,8157999;182,7593004;43,52369822;222,2269262;46,64911766;447,1769573;44,14799778;232,8513349;48,3146115;337,9825097;57,43662062
Sonstige;484,7396809;14,90269478;70,69666548;25,88537763;88,84403059;21,15799725;82,05241287;17,22416238;144,0170258;14,21822666;55,03456647;11,41919027;44,09497972;7,493484274
dar. PIRATEN;84,01963127;2,583074936;24,58841957;9,002978026;26,58895786;6,332097876;14,6143393;3,067792211;14,1403664;1,396021987;2,79835357;0,580633844;1,289194575;0,219085241
dar. NPD;.;.;.;.;.;.;.;.;.;.;.;.;.;.
dar. AfD;177,8559992;5,467952748;15,43594094;5,651824703;22,77583977;5,424012756;28,36987605;5,955307523;59,74989267;5,898868638;29,41792618;6,103961891;22,1065236;3,756774309
Zusammen;3252,698174;100;273,1142906;100;419,9075627;100;476,3796989;100;1012,904276;100;481,9480644;100;588,4442818;100
;Frauen;;;;;;;;;;;;;
SPD;633,866422;19,04614179;43,11071357;17,20554205;63,99815535;15,73269764;76,18663336;16,05615412;191,8028012;19,59380374;112,5171795;22,26303374;146,250939;20,54334205
FDP;145,5623319;4,373793463;9,958938445;3,974625331;18,86948601;4,638694917;20,46273005;4,312472316;38,94953939;3,978928492;22,89408143;4,529901207;34,42755659;4,835914735
DIE LINKE;108,0253696;3,245899193;9,124809771;3,641723488;15,92062108;3,913774017;16,09343881;3,391654446;40,90479574;4,178669627;16,043623;3,174446087;9,938081241;1,395966437
GRÜNE;320,7697653;9,638350006;35,52088981;14,17643348;50,12842236;12,32309443;59,81424343;12,60571138;121,5467369;12,41672641;31,08035231;6,149664745;22,67912047;3,185654276
CSU;1717,291618;51,60042955;104,4091881;41,66984323;188,5795262;46,35859659;234,0576635;49,32710307;456,4763695;46,63179233;277,0640548;54,82084093;456,7048158;64,1516787
Sonstige;402,5413191;12,09538599;48,43840943;19,33183242;69,28816147;17,03314241;67,8864249;14,30690467;129,2149415;13,2000794;45,79984201;9,06211329;41,91353977;5,887443801
dar. PIRATEN;43,91436873;1,319519799;11,49192817;4,586443529;12,06420384;2,965749095;5,920614852;1,24775568;10,90065221;1,113566844;1,969468561;0,389685781;1,567501088;0,220181226
dar. NPD;.;.;.;.;.;.;.;.;.;.;.;.;.;.
dar. AfD;105,7140008;3,17644819;7,489532425;2,989082165;12,83183939;3,154457315;16,49955022;3,477241472;36,6327685;3,742256484;16,91515115;3,346889625;15,3451591;2,155479168
Zusammen;3328,056826;100;250,5629491;100;406,7843725;100;474,501134;100;978,8951842;100;505,3991331;100;711,9140529;100
;Baden-Württemberg;;;;;;;;;;;;;
;Insgesamt;;;;;;;;;;;;;
CDU;2576,606;45,66815532;160,3958925;34,73103193;286,7893846;40,19709713;345,6438365;44,01151858;707,8172386;41,619603;385,486162;47,99410897;690,4734857;58,63832041
SPD;1160,424;20,56753088;97,87601479;21,19340428;127,9693492;17,93649499;132,0950412;16,81992487;364,9934038;21,46158604;182,6008392;22,73431692;254,8893517;21,64642638
FDP;348,317;6,173623308;25,90688722;5,609700555;44,20790497;6,196287399;45,78661869;5,830101412;90,82629568;5,340579689;54,26288877;6,75588193;87,32640467;7,416177164
DIE LINKE;272,456;4,829051444;25,00517294;5,414449498;39,81795555;5,58098142;39,52391316;5,032658635;98,49219068;5,791333766;42,06546427;5,237268351;27,5513034;2,33978884
GRÜNE;623,294;11,04735734;56,2465719;12,17924882;87,23265643;12,22674113;108,9717943;13,87559576;243,1548788;14,29748948;69,38723076;8,638904952;58,30086782;4,951189348
Sonstige;660,922;11,71428171;96,39245759;20,87216492;127,4406978;17,86239793;113,3273768;14,43020075;195,3983335;11,48940803;69,39216178;8,639518879;58,97097257;5,008097857
dar. PIRATEN;130,767;2,31773413;38,30091847;8,293419497;40,4026473;5,662933237;23,14996702;2,94773144;23,2232192;1,365523628;3,96978943;0,494249924;1,72045857;0,146109594
