3  Stimmabgabe nach Geschlecht und Altersgruppen in den Ländern 2013;;;;;;;;;;;;;;
dar. NPD;56,302;0,997905183;10,95075996;2,371202828;13,30846527;1,865346835;9,691458001;1,234032663;13,98344087;0,822225323;3,925306214;0,488711639;4,442569691;0,377284328
dar. AfD;295,988;5,246136179;28,94962132;6,26855343;42,61877409;5,973550953;44,50456586;5,66685507;100,5253172;5,910881463;43,13462226;5,370381521;36,25509923;3,078956932
Zusammen;5642,019;100;461,822997;100;713,4579486;100;785,3485807;100;1700,682341;100;803,1947468;100;1177,512386;100
;Männer;;;;;;;;;;;;;
CDU;1166,649258;42,37285867;77,3930587;32,35088542;130,6949559;36,60156735;160,4299753;41,3587052;339,0521506;39,76852856;170,8839386;43,88776321;288,1951785;54,6693785
SPD;589,2114729;21,40024031;51,99148586;21,73283535;63,80315989;17,86829214;67,38540837;17,37189845;188,6689581;22,12959522;93,33216164;23,97030314;124,030299;23,52801111
FDP;199,3463733;7,240287213;15,78185348;6,596934432;26,74842303;7,490986932;27,20337918;7,013007;52,93844191;6,209321886;31,11536387;7,991293581;45,55891184;8,642328468
DIE LINKE;147,1183292;5,343357593;13,02251977;5,443512014;21,39053064;5,990490928;20,36820063;5,250904039;54,28931167;6,36776979;22,42305934;5,758867257;15,6247071;2,963939338
GRÜNE;268,0865157;9,736938472;21,4219972;8,954557274;38,01952733;10,64749806;47,36059869;12,20952029;106,9206614;12,54107183;32,06252709;8,234551522;22,30120402;4,230441918
Sonstige;382,8817735;13,90631775;59,61919477;24,92127551;76,41815538;21,40116458;65,15136878;16,79596502;110,6944581;12,98371271;39,54874555;10,15722129;31,44985099;5,965900667
dar. PIRATEN;86,22275369;3,131622064;26,16563144;10,93743236;28,40360467;7,954526188;14,84863501;3,82796492;13,12957815;1,540010888;2,620833656;0,673103206;1,054470759;0,200028541
dar. NPD;37,93717571;1,377883348;7,631756064;3,190131907;8,794264128;2,462863609;7,190630146;1,853738067;8,79533845;1,031633829;2,745300773;0,705069834;2,779886154;0,527332376
dar. AfD;184,2227312;6,690994488;18,89062531;7,896424629;26,56823867;7,44052569;28,15574056;7,258524918;62,59070364;7,341467031;27,07758988;6,954280562;20,93983313;3,97219575
Zusammen;2753,293722;100;239,2301098;100;357,0747522;100;387,898931;100;852,5639817;100;389,3657961;100;527,1601514;100
;Frauen;;;;;;;;;;;;;
CDU;1409,956742;48,8089592;83,00283384;37,28907733;156,0944287;43,79960397;185,2138612;46,60058484;368,7650881;43,4803803;214,6022234;51,8577115;402,2783072;61,85545093
SPD;571,2125271;19,77386121;45,88452893;20,6136546;64,16618933;18,00483019;64,70963284;16,28121522;176,3244457;20,79007532;89,26867761;21,57139501;130,8590527;20,12125826
FDP;148,9706267;5,156967602;10,12503374;4,548678022;17,45948194;4,899075523;18,58323951;4,675621057;37,88785377;4,467283764;23,14752489;5,593500613;41,76749283;6,422287896
DIE LINKE;125,3376708;4,338857413;11,98265318;5,383214767;18,42742491;5,170677265;19,15571253;4,819657671;44,20287901;5,211876211;19,64240493;4,746503331;11,92659629;1,833867197
GRÜNE;355,2074843;12,29634009;34,82457471;15,64496294;49,2131291;13,80904869;61,61119564;15,50163541;136,2342174;16,06311382;37,32470367;9,019355366;35,99966381;5,535410182
Sonstige;278,0402265;9,625014487;36,77326282;16,52041235;51,02254246;14,31676436;48,17600797;12,12128581;84,70387541;9,987270583;29,84341623;7,211534181;27,52112158;4,231725536
dar. PIRATEN;44,54424631;1,542003549;12,13528703;5,451785627;11,99904263;3,366893487;8,301332019;2,088649978;10,09364105;1,190121749;1,348955773;0,325969406;0,66598781;0,10240417
dar. NPD;18,36482429;0,635741461;3,319003899;1,49106467;4,514201137;1,26667059;2,500827855;0,629218785;5,188102416;0,61171915;1,180005441;0,285143279;1,662683537;0,255658926
dar. AfD;111,7652688;3,869016887;10,05899601;4,51901053;16,05053542;4,503729576;16,3488253;4,113433063;37,9346136;4,472797126;16,05703238;3,880113355;15,3152661;2,354918656
Zusammen;2888,725278;100;222,5928872;100;356,3831964;100;397,4496497;100;848,1183593;100;413,8289507;100;650,3522345;100
;Saarland;;;;;;;;;;;;;
;Insgesamt;;;;;;;;;;;;;
CDU;212,368;37,75028441;11,13350902;27,61025269;19,51926027;30,80115974;21,23419866;32,87345492;55,66230467;32,99474639;37,44137895;40,57473807;67,37734844;50,54848441
SPD;174,592;31,03526735;10,91126222;27,05909758;15,33822787;24,20354052;18,92893687;29,30459317;55,69411332;33,01360149;30,24709756;32,77838839;43,47236216;32,61425496
FDP;21,506;3,822881115;1,566148353;3,883928392;2,634992342;4,157986466;2,50568088;3,879138026;5,716014124;3,388261365;3,865050242;4,188504954;5,218114059;3,914783875
DIE LINKE;56,045;9,96249289;3,856384419;9,563539053;7,21570608;11,38629807;6,742207371;10,4378627;20,22377125;11,98797296;9,347130138;10,12936403;8,659800742;6,496839264
GRÜNE;31,998;5,687926621;3,683583374;9,135005648;5,779688751;9,120279866;5,133282952;7,947026796;11,20859637;6,644079812;3,41341226;3,699070715;2,77943629;2,085215509
Sonstige;66,051;11,74114761;9,172934147;22,74817664;12,88396015;20,33073534;10,04944743;15,55792439;20,19570793;11,97133797;7,963492527;8,629933846;5,785457811;4,340421978
dar. PIRATEN;14,693;2,611810296;4,036138772;10,00931613;4,460070215;7,037937566;2,347438643;3,634157316;2,908770342;1,724221451;0,517572901;0,560887058;0,423009128;0,317353989
dar. NPD;.;.;.;.;.;.;.;.;.;.;.;.;.;.
dar. AfD;29,291;5,206733504;2,239887683;5,554750512;3,736836959;5,89668412;3,689925865;5,712511856;10,72666055;6,358404426;5,315768721;5,760629805;3,581920225;2,68726275
Zusammen;562,56;100;40,32382153;100;63,37183547;100;64,59375416;100;168,7005077;100;92,27756168;100;133,2925195;100
;Männer;;;;;;;;;;;;;
CDU;92,43273786;34,11979196;5,363084124;26,11754798;9,572447393;29,39339089;9,322953146;29,37508141;25,34540653;30,39888083;17,68493599;37,44528168;25,14391068;45,33460718
SPD;86,72330997;32,01226495;5,841173988;28,44578574;7,620196509;23,39876162;9,546740653;30,08019878;28,92779343;34,69553918;15,76902458;33,38861772;19,01838081;34,29024364
FDP;11,71635323;4,324869564;1,010418281;4,920610477;1,411597314;4,334485209;1,356777103;4,274979959;3,098592663;3,716403167;2,363844532;5,005097244;2,475123336;4,462660785
DIE LINKE;30,19779072;11,14694166;2,01778578;9,826364028;3,968418648;12,18552328;3,584445756;11,29399496;10,60187793;12,71572517;5,430345908;11,49796823;4,594916699;8,284659704
GRÜNE;13,63305758;5,032384619;1,432544842;6,976313962;2,448696223;7,519026463;2,20432599;6,945466142;4,773154289;5,72484597;1,643023825;3,478864158;1,131312408;2,039762402
Sonstige;36,20326137;13,36374725;4,86940199;23,71337782;7,545309761;23,16881254;5,722382231;18,03027874;10,62929243;12,74860569;4,337568533;9,18417096;3,099306431;5,588066287
dar. PIRATEN;8,623219786;3,183098023;2,161038461;10,52398664;2,791463915;8,571537315;1,636315208;5,155758234;1,59965462;1,91860052;0,257022482;0,544207751;0,177725099;0,320439316
dar. NPD;.;.;.;.;.;.;.;.;.;.;.;.;.;.
dar. AfD;17,09942936;6,311930013;1,274887032;6,208540172;2,377667288;7,300923277;2,207936526;6,956842343;6,020583729;7,220993165;3,148155589;6,665761917;2,070199195;3,732580365
Zusammen;270,9065107;100;20,53440901;100;32,56666585;100;31,73762488;100;83,37611727;100;47,22874337;100;55,46295036;100
;Frauen;;;;;;;;;;;;;
CDU;119,9352621;41,12251921;5,770424892;29,15915208;9,946812882;32,2894274;11,91124551;36,2527351;30,31689814;35,53133869;19,75644296;43,85562973;42,23343776;54,26400047
SPD;87,86869003;30,12776917;5,070088228;25,62020587;7,718031365;25,05433815;9,382196217;28,5553911;26,76631989;31,3700687;14,47807299;32,13862989;24,45398135;31,41991099
FDP;9,789646771;3,356601972;0,555730072;2,80821915;1,223395028;3,9713952;1,148903777;3,496771537;2,617421461;3,067612261;1,50120571;3,332397532;2,742990723;3,524355529
DIE LINKE;25,84720928;8,862300721;1,838598639;9,290819712;3,247287432;10,5413717;3,157761615;9,610875303;9,621893323;11,27683805;3,91678423;8,69453268;4,064884043;5,222801678
GRÜNE;18,36494242;6,296836176;2,251038532;11,37496391;3,330992528;10,81309588;2,928956961;8,914491832;6,435442084;7,542324128;1,770388435;3,929933129;1,648123881;2,117606328
Sonstige;29,84773863;10,23397275;4,303532157;21,74663928;5,338650388;17,33037167;4,327065201;13,16973513;9,566415506;11,21181817;3,625923994;8,048877041;2,68615138;3,451325004
dar. PIRATEN;6,069780214;2,081161528;1,875100311;9,475270219;1,668606299;5,416643763;0,711123435;2,16435548;1,309115722;1,534280779;0,260550419;0,578373481;0,245284029;0,315155321
dar. NPD;.;.;.;.;.;.;.;.;.;.;.;.;.;.
dar. AfD;12,19157064;4,180155935;0,965000651;4,876348146;1,359169672;4,412147987;1,481989339;4,510541476;4,706076818;5,515511797;2,167613132;4,811698094;1,51172103;1,942347937
Zusammen;291,6534893;100;19,78941252;100;30,80516962;100;32,85612928;100;85,32439039;100;45,04881831;100;77,82956914;100
;Deutschland;;;;;;;;;;;;;
;Insgesamt;;;;;;;;;;;;;
CDU;14921,877;34,12519985;804,7749357;25,12548392;1592,327816;29,63306949;2000,150742;32,94529501;4139,150251;31,4118129;2237,028105;35,08171875;4148,44515;43,55070042
SPD;11252,215;25,73296146;784,8632345;24,50383046;1177,06912;21,90514457;1320,426588;21,74928248;3460,871099;26,26438492;1812,901621;28,43044513;2696,083337;28,30369294
FDP;2083,533;4,764881793;156,6126552;4,889526968;254,8085204;4,741962374;294,6633769;4,853520125;575,1852276;4,365053128;309,7578284;4,857711441;492,5053914;5,170359973
DIE LINKE;3755,699;8,588998486;237,398693;7,411708266;462,7138464;8,611060753;488,0996392;8,039687344;1288,364952;9,77733988;641,5137641;10,06040353;637,6081053;6,69365957
GRÜNE;3694,057;8,448027912;382,2148927;11,93294388;574,8232839;10,69740674;679,1105491;11,1859056;1370,507847;10,40071837;370,1302654;5,804489377;317,2701622;3,330726884
CSU;3243,569;7,417796056;207,6895417;6,484173413;371,3388266;6,91058031;456,2845897;7,515648745;903,6533267;6,857781792;509,9153897;7,996639939;794,6873255;8,342689462
Sonstige;4775,906;10,92213444;629,4686763;19,6523331;940,4011304;17,50077576;832,3916407;13,7106607;1439,317168;10,92290901;495,3736271;7,768591831;438,9537579;4,608170752
dar. PIRATEN;957,721682;2,190236778;242,7076791;7,577457522;293,9745415;5,470838309;169,7960752;2,796780098;192,5280291;1,461085987;36,04583217;0,565281117;22,66952488;0,237986439
dar. NPD;X;X;X;X;X;X;X;X;X;X;X;X;X;X
dar. AfD;2061,588765;4,714696994;170,8828286;5,335049059;291,0777516;5,416929324;332,7567478;5,480971505;706,9683254;5,365148742;295,2186279;4,629703512;264,6844842;2,778678338
Zusammen;43726,856;100;3203,022629;100;5373,482544;100;6071,127127;100;13177,04987;100;6376,6206;100;9525,55323;100
;Männer;;;;;;;;;;;;;
CDU;6665,92998;31,40606306;383,8466148;23,37910087;740,533118;27,5945938;933,0412611;30,95937345;1949,124823;29,62141167;980,2605251;31,66842699;1679,123638;39,88174789
SPD;5635,706108;26,55223531;413,3244694;25,17452047;591,8925398;22,05577821;666,3990288;22,11188;1790,406252;27,20931981;919,1619048;29,69456683;1254,521913;29,79680919
FDP;1158,047405;5,456059387;94,26481612;5,741425246;143,5744587;5,350036037;167,7928568;5,567558406;331,9419204;5,04461703;172,1539443;5,561628237;248,3194091;5,897964775
DIE LINKE;1940,132861;9,140800332;120,5563613;7,342775011;234,6013475;8,741984296;250,3329546;8,306333012;664,9664358;10,10568657;344,7453854;11,1373903;324,9303766;7,717592122
GRÜNE;1542,507197;7,267414815;143,497419;8,740055284;231,645027;8,631822492;285,2250688;9,464093168;590,2129648;8,969636526;165,0003535;5,330523381;126,9263637;3,014694763
CSU;1526,277382;7,190949177;103,2803536;6,290538232;182,7593004;6,810186519;222,2269262;7,373742929;447,1769573;6,795877096;232,8513349;7,522526216;337,9825097;8,027600194
Sonstige;2756,377084;12,98647792;383,06648;23,33158488;558,6108745;20,81559865;488,7420577;16,21701903;806,2919604;12,2534513;281,2140354;9,084938054;238,451676;5,663591061
dar. PIRATEN;594,7842739;2,802284523;156,5657098;9,536010949;191,0114943;7,117689228;108,7963282;3,609986286;107,9558805;1,640636629;20,0651029;0,648225885;10,38975817;0,246772606
dar. NPD;X;X;X;X;X;X;X;X;X;X;X;X;X;X
dar. AfD;1252,052255;5,898956665;109,4385452;6,665617695;179,1138051;6,674343896;206,5243645;6,852714017;423,5938146;6,43747728;178,8177264;5,776909266;154,5639996;3,671130777
Zusammen;21224,97802;100;1641,836514;100;2683,616666;100;3013,760154;100;6580,121314;100;3095,387483;100;4210,255886;100
;Frauen;;;;;;;;;;;;;
CDU;8255,94702;36,6900355;420,9283209;26,96208459;851,7946982;31,66680931;1067,109481;34,90289164;2190,025428;33,19765265;1256,76758;38,30168522;2469,321512;46,45688382
SPD;5616,508892;24,96017842;371,5387651;23,7984928;585,1765798;21,75486089;654,0275596;21,39185664;1670,464847;25,32185747;893,7397161;27,23792197;1441,561424;27,12099308
FDP;925,4855945;4,11292602;62,34783912;3,993619885;111,2340617;4,135301414;126,8705201;4,149666077;243,2433072;3,687220577;137,6038841;4,193663761;244,1859823;4,594022997
DIE LINKE;1815,566139;8,068509394;116,8423317;7,484202591;228,1124989;8,480441377;237,7666847;7,776844808;623,3985162;9,449829732;296,7683787;9,044416174;312,6777287;5,882600889
GRÜNE;2151,549803;9,561645498;238,7174737;15,29077612;343,1782569;12,75819214;393,8854803;12,88316005;780,2948819;11,8281542;205,1299118;6,251610432;190,3437985;3,581056453
CSU;1717,291618;7,631770198;104,4091881;6,687811729;188,5795262;7,010740862;234,0576635;7,655530578;456,4763695;6,91952877;277,0640548;8,443900355;456,7048158;8,592272197
Sonstige;2019,528916;8,97493497;246,4021963;15,78301229;381,7902559;14,19365401;343,6495831;11,24005022;633,0252072;9,595756597;214,1595917;6,52680209;200,5020818;3,772170565
dar. PIRATEN;362,937408;1,612920523;86,14196936;5,51772582;102,9630472;3,827813424;60,99974695;1,995172562;84,57214858;1,281992792;15,98072928;0,487034255;12,27976671;0,231026901
dar. NPD;X;X;X;X;X;X;X;X;X;X;X;X;X;X
dar. AfD;809,5365101;3,597639765;61,44428342;3,935743653;111,9639465;4,162436032;126,2323833;4,128793973;283,3745108;4,295552216;116,4009015;3,547474299;110,1204845;2,071765273
Zusammen;22501,87798;100;1561,186115;100;2689,865878;100;3057,366973;100;6596,928557;100;3281,233117;100;5315,297343;100
;Früheres Bundesgebiet und Berlin-West;;;;;;;;;;;;;
;Insgesamt;;;;;;;;;;;;;
CDU;11940,705;33,1759532;686,9300262;24,56914854;1243,864264;28,52196456;1585,799561;31,62203443;3258,07554;30,01242258;1757,777814;34,2667311;3408,257795;43,50173353
SPD;9866,937;27,41421383;714,0247531;25,53823468;1011,482312;23,19341708;1170,246328;23,33559083;3083,30332;28,40247289;1569,525061;30,59686657;2318,355225;29,59062291
FDP;1878,518;5,219258432;143,931167;5,147927861;221,2901053;5,074210045;260,0053969;5,18470292;512,3555423;4,719666827;282,1150144;5,499648057;458,8207741;5,856217532
DIE LINKE;2002,914;5,56487922;173,3609597;6,200531362;297,7941338;6,828457073;294,0541711;5,863661054;722,3860868;6,654405718;298,0877732;5,811026563;217,2308754;2,772654014
GRÜNE;3296,767;9,159709389;344,318453;12,31509891;494,7274425;11,3441627;595,7843019;11,88038651;1254,119817;11,55257864;332,290905;6,477794291;275,5260809;3,516712312
CSU;3243,569;9,011904518;207,6895417;7,428347876;371,3388266;8,514846162;456,2845897;9,098657463;903,6533267;8,324185605;509,9153897;9,940467678;794,6873255;10,14309314
Sonstige;3762,638;10,45408141;525,6499923;18,80071077;720,5779079;16,52294237;652,6818713;13,01496678;1121,86295;10,33426773;379,9801882;7,407465739;361,8850906;4,618966559
dar. PIRATEN;770,469682;2,140666411;203,6461842;7,283730743;230,2689691;5,280096525;136,3651243;2,719223011;154,6003963;1,424132856;27,67426733;0,539491777;17,91474072;0,228657081
dar. NPD;X;X;X;X;X;X;X;X;X;X;X;X;X;X
dar. AfD;1608,999765;4,470431262;139,5832237;4,992416731;217,671062;4,991224925;255,6320389;5,097494876;548,1107935;5,049033564;228,2819826;4,450208241;219,7206649;2,80443276
Zusammen;35992,048;100;2795,904893;100;4361,074993;100;5014,85622;100;10855,75658;100;5129,692146;100;7834,763166;100
;Männer;;;;;;;;;;;;;
CDU;5359,982102;30,6701417;329,2581604;22,94512523;575,258898;26,53650229;736,7178157;29,77263868;1540,773607;28,3529648;777,4032099;31,17290953;1400,570411;40,35228149
SPD;4929,359343;28,20609223;374,8575045;26,1228222;506,3438288;23,35747299;587,1084078;23,7265424;1596,939627;29,38651909;793,4258164;31,81539628;1070,684159;30,84782332
FDP;1047,606608;5,994468361;86,69600694;6,041614074;125,6388985;5,795680744;148,382878;5,99652909;296,628586;5,458491642;157,2536714;6,305678199;233,0065676;6,71322665
DIE LINKE;1082,619695;6,194815357;89,79471251;6,257554621;153,8388874;7,096536884;154,6031352;6,247905485;391,6685803;7,207395959;170,3817281;6,832097076;122,3326511;3,524565088
GRÜNE;1372,389098;7,852893408;129,5390829;9,027234053;198,3564735;9,150118376;248,2028786;10,03050892;537,5790045;9,892406333;148,4109381;5,951095502;110,300721;3,177909305
CSU;1526,277382;8,733451473;103,2803536;7,197333073;182,7593004;8,430625951;222,2269262;8,980754691;447,1769573;8,228848463;232,8513349;9,337051231;337,9825097;9,737722048
Sonstige;2157,987937;12,34813747;321,5550615;22,40831675;425,6059795;19,63306277;377,2373746;15,24512074;623,4928703;11,47337371;214,11562;8,585772181;195,9810316;5,646472103
dar. PIRATEN;484,0884996;2,769983667;133,098262;9,275263777;151,9095518;7,007537274;87,58590916;3,539569115;87,56722397;1,6113921;15,54396417;0,623293785;8,383588499;0,241542246
dar. NPD;X;X;X;X;X;X;X;X;X;X;X;X;X;X
dar. AfD;985,670889;5,640068429;90,83365953;6,329956074;135,4617328;6,248804836;158,7548689;6,415687595;331,2240244;6,095109016;140,1815;5,621105189;129,2151032;3,722857614
Zusammen;17476,22217;100;1434,980882;100;2167,802266;100;2474,479416;100;5434,259232;100;2493,842319;100;3470,858051;100
;Frauen;;;;;;;;;;;;;
CDU;6580,722898;35,5410715;357,6718658;26,2815457;668,605366;30,48436968;849,0817449;33,42345685;1717,301933;31,67578664;980,374604;37,19387175;2007,687384;46,00666905
SPD;4937,577657;26,66679683;339,1672487;24,9218359;505,1384837;23,03126636;583,1379206;22,95478055;1486,363694;27,4161103;776,0992449;29,44398566;1247,671066;28,59070105
FDP;830,9113915;4,48757403;57,23516001;4,205610274;95,65120682;4,361117779;111,6225189;4,393935526;215,7269563;3,979102863;124,861343;4,737043125;225,8142065;5,174590201
DIE LINKE;920,2943053;4,970311957;83,56624722;6,14040509;143,9552464;6,56349047;139,4510359;5,489383925;330,7175065;6,100113771;127,706045;4,844966649;94,8982243;2,174617041
GRÜNE;1924,377902;10,39315188;214,7793701;15,78187823;296,370969;13,5127276;347,5814233;13,68227827;716,5408123;13,2166589;183,8799669;6,976116964;165,2253599;3,786181312
CSU;1717,291618;9,274723327;104,4091881;7,671933721;188,5795262;8,598088324;234,0576635;9,213501836;456,4763695;8,419747165;277,0640548;10,51137481;456,7048158;10,46550747
Sonstige;1604,650063;8,666370471;204,0949308;14,99679109;294,9719284;13,44893979;275,4444967;10,84266304;498,3700793;9,192480363;165,8645682;6,292641048;165,904059;3,801733875
dar. PIRATEN;286,3811824;1,54668328;70,54792225;5,183825231;78,3594173;3,572716533;48,77921517;1,920156691;67,03317228;1,236432815;12,13030316;0,460204638;9,531152223;0,218408787
dar. NPD;X;X;X;X;X;X;X;X;X;X;X;X;X;X
dar. AfD;623,3288765;3,366465434;48,74956414;3,582093031;82,20932918;3,74824928;96,87716993;3,813496084;216,886769;4,000495712;88,10048258;3,342393853;90,50556166;2,073958055
Zusammen;18515,82583;100;1360,924011;100;2193,272727;100;2540,376804;100;5421,497351;100;2635,849827;100;4363,905115;100
;Neue Länder und Berlin-Ost;;;;;;;;;;;;;
;Insgesamt;;;;;;;;;;;;;
CDU;2981,172;38,54228832;117,8449095;28,94614973;348,4635522;34,41929605;414,3511818;39,22773781;881,0747106;37,95619946;479,2502908;38,43446583;740,1873551;43,77760261
SPD;1385,278;17,9096624;70,83848137;17,39999884;165,5868072;16,35574597;150,18026;14,21796805;377,5677791;16,26540606;243,3765596;19,51808532;377,7281127;22,34033195
FDP;205,015;2,650550602;12,68148829;3,114943704;33,51841505;3,310763045;34,65798001;3,281163932;62,82968532;2,706667255;27,64281404;2,216872502;33,68461729;1,992241262
DIE LINKE;1752,785;22,66100206;64,03773322;15,72953658;164,9197126;16,28985407;194,0454681;18,37080496;565,9788652;24,38204892;343,4259909;27,54175588;420,3772299;24,86276913
GRÜNE;397,29;5,136391233;37,89643973;9,308471819;80,09584136;7,911422756;83,3262472;7,888719332;116,38803;5,013930405;37,83936041;3,034605575;41,74408133;2,468909785
CSU;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sonstige;1013,268;13,10010539;103,818684;25,50089932;219,8232225;21,71291811;179,7097694;17,01360591;317,454218;13,6757479;115,3934389;9,254214901;77,06866723;4,558145266
dar. PIRATEN;187,252;2,420900428;39,0614949;9,594643376;63,70557238;6,292482936;33,43095087;3,164997792;37,92763286;1,63390094;8,371564839;0,671374914;4,754784162;0,281216708
dar. NPD;216,927;2,804555717;23,22360039;5,704394168;54,1133253;5,345013996;42,83063611;4,054891206;64,26428705;2,768469085;19,79410316;1,58742894;12,70104799;0,751190125
dar. AfD;452,589;5,851328178;31,29960498;7,688096638;73,4066896;7,250705464;77,12470897;7,301603072;158,8575319;6,843492492;66,93664529;5,368122368;44,96381927;2,659337799
Zusammen;7734,808;100;407,1177361;100;1012,407551;100;1056,270907;100;2321,293288;100;1246,928455;100;1690,790064;100
;Männer;;;;;;;;;;;;;
CDU;1305,947878;34,83683467;54,58845439;26,38963894;165,2742199;32,04141257;196,3234453;36,40468342;408,3512157;35,63703016;202,8573152;33,72270731;278,5532275;37,6729839
SPD;706,346765;18,84216505;38,4669649;18,59604427;85,54871104;16,58517309;79,290621;14,70303229;193,4666258;16,88393645;125,7360884;20,90218588;183,8377538;24,86317176
FDP;110,440797;2,946065345;7,568809181;3,65898144;17,9355602;3,477134453;19,40997877;3,599234574;35,31333446;3,081813685;14,90027292;2,476999865;15,31284147;2,070988139
DIE LINKE;857,5131665;22,87460695;30,76164878;14,87107143;80,7624601;15,65727133;95,72981939;17,75138859;273,2978555;23,8508508;174,3636572;28,98596273;202,5977255;27,40036767
GRÜNE;170,1180985;4,537988208;13,95833617;6,747863733;33,28855347;6,453591348;37,02219028;6,865105255;52,63396037;4,593394022;16,58941546;2,757800484;16,62564273;2,248538193
CSU;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sonstige;598,3891465;15,96233978;61,51141852;29,73640018;133,004895;25,78541721;111,5046831;20,67655587;182,7990901;15,95297488;67,09841535;11,15434373;42,47064446;5,743950337
dar. PIRATEN;110,6957743;2,952866997;23,46744778;11,34484353;39,10194252;7,580622514;21,21041908;3,933094137;20,38865656;1,779329021;4,521138724;0,751587576;2,006169673;0,271324797
dar. NPD;149,3489117;3,983959415;14,73879618;7,125160694;36,17993772;7,014138755;29,77808106;5,521814331;45,32223368;3,955295702;14,54781453;2,418407691;8,78204851;1,187729811
dar. AfD;266,3813665;7,105860638;18,6048857;8,994140273;43,65207229;8,462747902;47,76949559;8,858001453;92,36979014;8,06116125;38,63622635;6,422830508;25,34889641;3,428316286
Zusammen;3748,755852;100;206,8556319;100;515,8143997;100;539,2807378;100;1145,862082;100;601,5451646;100;739,3978354;100
;Frauen;;;;;;;;;;;;;
CDU;1675,224122;42,02715016;63,25645508;31,58683234;183,1893322;36,88921843;218,0277365;42,17251114;472,7234949;40,21702779;276,3929756;42,82617475;461,6341276;48,52195698
SPD;678,931235;17,03267317;32,37151647;16,16457423;80,03809613;16,11743858;70,88963901;13,71198976;184,1011533;15,6624354;117,6404712;18,22800078;193,8903589;20,37964502
FDP;94,574203;2,372628342;5,112679108;2,552993803;15,58285485;3,137952026;15,24800124;2,949379343;27,51635086;2,340958001;12,74254112;1,974414478;18,37177582;1,931041192
DIE LINKE;895,2718335;22,46011342;33,27608443;16,61626626;84,15725249;16,9469217;98,31564875;19,01692811;292,6810097;24,89988424;169,0623337;26,19564781;217,7795045;22,8906121
GRÜNE;227,1719015;5,699170334;23,93810357;11,95338662;46,80728789;9,425681321;46,30405693;8,956467594;63,7540696;5,423887784;21,24994495;3,292608481;25,1184386;2,640176981
CSU;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sonstige;414,8788535;10,40826457;42,30726548;21,12594675;86,81832752;17,48278794;68,20508632;13,19272405;134,6551279;11,45580679;48,29502351;7,483153693;34,59802278;3,636567732
dar. PIRATEN;76,55622566;1,920602712;15,59404711;7,786818769;24,60362986;4,954484331;12,22053178;2,363784173;17,5389763;1,492131246;3,850426114;0,596610754;2,74861449;0,288904451
dar. NPD;67,57808833;1,695363879;8,484804214;4,236849628;17,93338758;3,611283712;13,05255504;2,524720165;18,94205338;1,611498255;5,24628863;0,812895021;3,918999484;0,411922588
dar. AfD;186,2076335;4,671480116;12,69471928;6,339052182;29,75461731;5,991749432;29,35521337;5,678098956;66,48774175;5,656455384;28,30041894;4,385056039;19,61492285;2,061707283
Zusammen;3986,052148;100;200,2621041;100;496,5931511;100;516,9901687;100;1175,431206;100;645,3832901;100;951,3922281;100
